Date,Open,High,Low,Close,Volume
2010-02-25,707.405896073651,722.402121840608,701.650190969306,719.935363769531,429946
2010-02-26,722.793597160024,728.118610851816,709.55932907949,722.871887207031,401795
2010-03-02,715.667652175094,763.122998592512,715.667652175094,753.334350585938,942675
2010-03-03,755.683629658087,761.165272567524,740.844029651171,751.689880371094,650433
2010-03-04,751.768102612502,758.03283680094,738.612170376009,754.978759765625,619663
2010-03-05,757.445431367166,773.224747918594,754.313064631091,759.089904785156,497565
2010-03-08,761.517613041559,781.408115628678,759.677318675997,775.260864257813,584885
2010-03-09,775.104014207506,786.967870424422,772.754739534541,776.74853515625,472582
2010-03-10,776.043769222913,798.753425436298,773.146320767499,793.663330078125,708325
2010-03-11,795.033945796359,797.187448235109,748.048438041834,782.46533203125,304883
2010-03-12,787.633725142597,789.356536666771,778.941425256088,782.700256347656,276493
2010-03-15,782.308557280931,782.935021040851,765.00225095803,767.664733886719,274651
2010-03-16,770.562286946069,777.296856920846,751.885567707138,757.954528808594,513916
2010-03-17,759.638147217678,773.146479988567,752.629466452686,754.900451660156,526559
2010-03-18,758.032765633413,766.333518535329,751.963804958145,761.869934082031,305291
2010-03-19,762.653185674331,770.953940316522,740.491647680229,766.333679199219,385596
2010-03-22,755.683479545043,776.043863449883,755.683479545043,759.598937988281,443732
2010-03-23,771.742972275113,771.742972275113,754.280928046776,759.995788574219,601209
2010-03-25,760.710373894594,761.067513414076,739.041519739378,742.018005371094,756676
2010-03-26,744.835651076749,749.478948456302,739.755763792718,746.026245117188,394784
2010-03-29,753.249083093391,760.313293029535,743.525899460204,755.154052734375,521364
2010-03-30,756.503393747744,769.877761825757,755.233446216866,757.257446289063,358119
2010-03-31,751.66162681396,765.155024549796,749.836059162307,754.876220703125,247601
2010-04-01,757.535282919075,761.464204299525,749.359832161009,753.963500976563,353728
2010-04-05,757.932200228573,760.392741915067,750.074260031042,753.923828125,234915
2010-04-06,755.352476384089,761.503878203871,747.097672628418,755.114318847656,287917
2010-04-07,756.424085036795,776.584830291065,754.042896941191,775.037048339844,676463
2010-04-08,780.870896158561,783.371162897381,761.980148011521,765.7900390625,515839
2010-04-09,766.821771328293,772.933495941746,756.02707343742,758.567016601563,549463
2010-04-12,758.805287811372,768.091931252954,742.930700200255,755.511291503906,692540
2010-04-13,755.630329602164,765.94881099379,743.287848088182,746.621520996094,323034
2010-04-15,746.184908369723,755.471551028326,737.493611141738,745.470581054687,380191
2010-04-16,745.232407206349,745.232407206349,731.818363593136,740.470031738281,331842
2010-04-19,730.270627593799,736.580785173099,725.428898276314,730.548461914063,277293
2010-04-20,742.136886305004,742.136886305004,730.230946952517,732.09619140625,273137
2010-04-21,734.993375310319,751.582338040514,734.993375310319,739.35888671875,436486
2010-04-22,740.946251766532,747.692950363228,727.055989949806,729.992797851563,920369
2010-04-23,730.231053555124,730.231053555124,707.212900780017,717.293273925781,723262
2010-04-26,716.340792432996,727.056139466619,716.340792432996,722.412841796875,273403
2010-04-27,722.293765977377,734.95375980639,712.967445372724,715.467712402344,521321
2010-04-28,715.467639650958,724.873312862364,704.990402773504,720.745910644531,389581
2010-04-29,723.087476680623,728.564228867889,706.538238222568,710.625915527344,602005
2010-04-30,714.356422523116,722.293716106706,700.267726412244,718.36474609375,920502
2010-05-03,717.531383058513,720.706300682666,708.443171670296,717.293273925781,365869
2010-05-04,714.356452674576,725.349585373687,692.925759094339,697.053161621094,630443
2010-05-05,697.053139507542,706.419136345288,680.226067244845,702.688598632813,362259
2010-05-06,698.481974917427,702.371268928652,690.544679747911,695.545166015625,294254
2010-05-07,688.957030143368,688.957030143368,676.257361384965,683.6787109375,387791
2010-05-10,690.147807025829,710.308555901928,689.11596835478,707.808288574219,286767
2010-05-11,694.711596466537,713.562668064458,694.711596466537,703.52197265625,429629
2010-05-12,706.419187387738,706.498540951981,694.51324602727,696.259460449219,217290
2010-05-13,700.54552956439,710.38779322862,689.036453584708,707.490661621094,324608
2010-05-14,707.371714821182,715.943983425892,698.918476569977,708.641662597656,397267
2010-05-17,693.719441676913,701.656735059944,684.988418955579,687.845825195313,230689
2010-05-18,688.957085361818,696.418160733526,682.607250473691,683.996276855469,370733
2010-05-19,681.61513616867,691.179565944897,656.930170702759,668.79638671875,324462
2010-05-20,669.907649877087,679.114892037522,656.017384624896,669.947326660156,449942
2010-05-21,658.795331979134,689.155478302269,654.826685400946,685.028076171875,302209
2010-05-24,690.544428011064,694.592427693664,673.915791003789,678.757568359375,288681
2010-05-25,673.082573403553,673.082573403553,665.145278905869,668.002685546875,288898
2010-05-26,670.820422091088,678.122693818067,655.620484696065,658.874755859375,493953
2010-05-27,658.795433170978,665.938998108977,642.127114982315,649.5087890625,626823
2010-05-28,657.207877078201,661.970252999057,643.952587742738,655.660095214844,221390
2010-05-31,655.660000289207,661.097074412248,644.587468187205,649.70703125,301207
2010-06-01,650.778807284318,657.207996568237,642.920866208058,649.032592773438,272042
2010-06-02,650.857961046312,664.192602266476,650.857961046312,656.255310058594,376818
2010-06-03,662.76397723211,674.273052285841,660.819330723608,667.923217773437,283884
2010-06-04,665.34359130878,678.598880419101,665.34359130878,668.24072265625,265836
2010-06-07,652.048651403984,713.324566008933,643.000117569338,676.019287109375,410911
2010-06-08,678.162377840137,684.591566214252,665.422982982095,668.597900390625,272711
2010-06-09,668.597947874759,686.536261574177,663.557785508921,681.059509277344,545204
2010-06-10,679.432319817747,692.925718692633,671.495026361932,689.671447753906,498246
2010-06-11,691.338273444866,700.743946994747,676.297092364535,683.996276855469,386838
2010-06-14,686.575861144998,688.758616772916,677.924192187095,684.869323730469,194033
2010-06-15,684.869401666046,700.863068646965,680.146750435446,698.402526855469,406793
2010-06-16,702.450488443817,702.450488443817,682.607254306986,685.464660644531,454773
2010-06-17,685.782188172206,692.608241500391,680.265759261139,686.93310546875,280078
2010-06-18,686.575882326538,690.544529045188,678.797344447062,684.274047851563,165034
2010-06-21,684.392988290572,703.244056393675,684.392988290572,700.585083007813,303989
2010-06-22,695.783145659204,699.672438946423,681.496017013673,683.7978515625,222256
2010-06-23,677.051249001431,698.323189456827,675.463790035425,691.457458496094,351042
2010-06-24,711.975274490051,711.975274490051,688.163392400082,691.417663574219,338310
2010-06-25,684.988442490073,693.719465511383,681.297581561997,683.956604003906,218498
2010-06-28,681.813557176091,694.156039703645,675.979665442208,691.417663574219,256343
2010-06-29,689.988930775767,692.925739130117,681.535742063238,688.957092285156,177530
2010-06-30,685.464618751683,698.481798928045,667.129490907979,696.973693847656,271788
2010-07-01,684.393121951852,692.528847669459,683.242204722233,687.845825195313,177384
2010-07-02,687.84580555331,688.957045973359,681.257861922597,685.028076171875,165826
2010-07-05,681.019825214104,689.711171833364,678.757715802216,684.909118652344,98894
2010-07-06,684.075792824105,688.560384156718,677.448170464275,679.313415527344,143382
2010-07-07,679.03544262924,682.607224618523,675.066795974481,677.844848632813,135427
2010-07-08,679.035516377338,687.290321693925,663.716548315299,668.915466308594,348781
2010-07-09,673.082521791516,674.193762314142,659.589122180129,660.859069824219,303559
2010-07-12,662.763932517393,668.320037340892,653.318534939289,655.541015625,406882
2010-07-13,657.2078698276,658.676249675507,649.27057671374,650.699279785156,311779
2010-07-14,654.82672555504,660.898774570163,636.570950175929,639.309326171875,683189
2010-07-15,639.309274692948,649.667432374036,635.142195865869,642.484191894531,916735
2010-07-16,641.333319138529,651.651800758332,641.333319138529,646.175048828125,673268
2010-07-19,646.889247128555,646.889247128555,640.936278596697,644.349304199219,212842
2010-07-20,647.68296802662,649.826046359902,638.951947624301,642.920593261719,180505
2010-07-21,644.508182507256,656.731632932964,643.793806769178,654.667907714844,382292
2010-07-22,657.604846414866,660.382899477572,642.166798991605,647.802307128906,713994
2010-07-23,648.159397897079,655.183932037653,641.49210011505,650.818420410156,780140
2010-07-26,634.98345151388,660.978086560229,634.98345151388,654.072631835938,258082
2010-07-27,655.620403704624,674.590553407891,650.858027890789,673.439636230469,637385
2010-07-28,678.700609008358,681.471644968119,673.078237099413,675.206726074219,283940
2010-07-29,649.143012899728,678.299017710719,649.143012899728,675.407531738281,228579
2010-07-30,677.094223518234,682.314997483677,664.323387593488,667.455871582031,277471
2010-08-02,670.668764571152,674.323297136331,666.170885879117,670.146667480469,86144
2010-08-03,670.708742863903,672.716732662922,658.821453058344,666.170715332031,256783
2010-08-04,664.644722275716,664.644722275716,655.00636980767,659.0625,265010
2010-08-05,659.022191409246,662.154674816808,652.195026720667,654.604614257813,179966
2010-08-06,652.998280457823,666.612461054294,652.195084540901,664.925720214844,183621
2010-08-09,664.243043502328,679.423466403254,661.431857707578,678.379272460938,286613
2010-08-10,679.503740978156,686.732504180051,674.845214497127,680.628234863281,260035
2010-08-11,681.110220648237,681.110220648237,674.845301536536,676.572143554688,165755
2010-08-12,666.652736192722,679.503873275955,666.652736192722,674.524047851563,116042
2010-08-13,674.684737508331,688.339071481714,669.142664698089,677.897521972656,348915
2010-08-16,681.110091829085,686.411164915651,666.893515249242,669.66455078125,209170
2010-08-17,669.865332664933,679.824980721503,669.865332664933,672.515869140625,254276
2010-08-18,671.752847027053,677.897315048795,671.471748081508,674.764831542969,133796
2010-08-19,679.503764093846,710.667756708642,676.290980339265,709.503112792969,779603
2010-08-20,708.418907816487,713.559382085658,693.198333042322,699.623901367188,700573
2010-08-23,699.623818427443,708.418823834103,697.41502957762,702.635803222656,221455
2010-08-24,702.63580700445,706.852585740444,691.190264721037,695.407043457031,316699
2010-08-25,694.764428116266,705.205974434777,691.190196687216,697.896911621094,230831
2010-08-26,693.158148822437,701.551556837034,689.583916813558,697.334777832031,386812
2010-08-27,692.39505365415,706.009234708282,689.1421198859,700.467163085937,306091
2010-08-30,703.599729271731,710.185946587818,699.664049076343,703.23828125,483071
2010-08-31,698.338737522265,703.599661257854,689.342932961818,699.061584472656,179305
2010-09-01,705.969254313682,714.202014716683,698.780639083982,711.109680175781,398912
2010-09-02,712.434747995443,724.482686236628,708.740066544087,719.302062988281,495355
2010-09-03,721.270024996743,725.687603100843,717.695792907877,720.185729980469,215132
2010-09-06,717.253918751694,726.892269283631,717.253918751694,725.245727539063,254985
2010-09-07,726.892377562793,779.019817397291,723.358295565365,772.634399414063,2211921
2010-09-08,772.192603974322,804.802339852066,762.674702577127,797.854675292969,2204253
2010-09-09,795.48534251194,795.48534251194,779.662371417739,787.85498046875,584871
2010-09-13,788.176068044042,816.729670353458,788.176068044042,795.525329589844,586932
2010-09-14,795.967162198358,797.573554049414,776.409361021024,779.140197753906,310699
2010-09-15,781.429353597786,791.148004911792,766.248930645533,771.389404296875,421615
2010-09-16,770.787036464068,782.995576056741,763.036175701612,775.646362304687,376116
2010-09-17,777.975632999291,805.605595257479,777.975632999291,801.469116210938,960077
2010-09-20,800.786428234047,823.998812713901,800.786428234047,820.143432617187,1024187
2010-09-21,819.260038947215,827.292000113364,810.505181666832,816.448852539063,441703
2010-09-22,816.850230586695,826.207482434254,802.39270438162,808.015075683594,428276
2010-09-23,810.424754588824,820.063106476898,804.19998566111,807.372619628906,238085
2010-09-24,809.782182653847,819.259885247166,807.533243753885,814.922607421875,226618
2010-09-27,815.484835263282,829.299815357655,808.898618692608,813.396545410156,275974
2010-09-28,811.227911658767,825.645239781081,809.862468735495,820.304016113281,258912
2010-09-29,826.528924504041,833.677290825726,806.007226455453,807.33251953125,437664
2010-09-30,807.21201869414,815.083330066817,788.818809803175,795.043579101563,490885
2010-10-01,795.164019864617,809.621547498519,791.951235945972,806.448913574219,262832
2010-10-04,806.408795932807,822.472716170512,806.408795932807,816.328247070313,282543
2010-10-05,816.328203256096,831.227527695442,813.276068379386,827.211547851563,356402
2010-10-06,828.898295454546,835.163263650374,822.593226285414,828.2958984375,172042
2010-10-07,828.09505488872,843.355778499666,818.255904139557,828.13525390625,399748
2010-10-08,823.275831738126,835.484370707301,813.27603256262,817.894409179688,210431
2010-10-11,820.384454050688,827.291920378551,812.995040685387,815.324279785156,136412
2010-10-12,813.63761615825,818.818240596868,795.967302678011,800.18408203125,230786
2010-10-13,797.051576924771,836.689282199813,797.051576924771,829.621215820313,446149
2010-10-14,829.621137588228,831.950425512093,817.653498017787,818.73779296875,357183
2010-10-15,820.86624410962,824.681424794083,797.332613060626,800.143798828125,331231
2010-10-18,791.549529404031,799.099590186718,775.324963035253,779.340942382813,478728
2010-10-19,787.011675693939,795.164135684224,779.180513751594,784.160339355469,323537
2010-10-20,783.035713967519,791.067673084949,774.321008911195,778.738586425781,236484
2010-10-21,772.674494339502,802.392744121791,755.124682658427,787.493469238281,1283955
2010-10-22,787.132001690653,794.762362931532,777.7747496123,789.983337402344,522537
2010-10-25,790.344794554202,826.488611378328,782.312835259952,822.914428710937,952307
2010-10-26,823.597166241375,825.685456151548,812.312223658105,814.360412597656,398430
2010-10-27,804.922812766909,813.516969912961,791.951179018537,796.127807617188,278819
2010-10-28,798.738258694279,810.986997490163,787.935262869664,790.706298828125,689664
2010-10-29,787.132059305844,797.57360703133,780.104094490613,791.429138183594,260766
2010-11-01,794.360813359806,819.259888399396,794.360813359806,814.360412597656,517558
2010-11-02,816.850452971286,856.126762797179,812.914772379155,852.873779296875,1279716
2010-11-03,859.419605106342,878.535706569313,857.813213321097,870.061950683594,585041
2010-11-04,870.66446534853,882.712405367191,858.777125311564,874.198547363281,437792
2010-11-08,872.27085707485,911.14556313203,868.495875088753,896.326538085938,787138
2010-11-09,895.563700044413,906.005249910402,883.515757891349,901.145874023437,281965
2010-11-10,898.816575215983,899.499272246352,887.531631542072,889.17822265625,242716
2010-11-11,890.744359841886,904.157693760716,863.475894987734,875.282836914063,285522
2010-11-12,873.877269371091,885.122013646087,860.343436049392,866.849304199219,227160
2010-11-15,859.419659562838,867.451618998004,846.608723482299,855.202880859375,202177
2010-11-16,859.419725096973,860.142621110538,827.291884906432,840.022521972656,271585
2010-11-18,849.781404601994,851.14679864225,824.882327529534,836.689270019531,315169
2010-11-19,841.749347361077,848.174914898184,815.324181255447,818.456665039063,168969
2010-11-22,825.685362349849,833.717321127571,816.287960775276,824.400268554687,278618
2010-11-23,822.874236135845,825.524821942243,803.356584702708,808.497009277344,234018
2010-11-24,807.211849395576,814.279963247338,792.754323734759,799.782287597656,308849
2010-11-25,803.196274090474,828.898554861369,789.582087439998,812.031433105469,508986
2010-11-26,810.183756458962,815.243881088668,789.943208916951,805.605529785156,203951
2010-11-29,809.621445219049,811.06718799516,781.710388451825,801.268188476563,305794
2010-11-30,792.152044079072,798.778410987718,777.533867275965,790.184204101563,344035
2010-12-01,794.923053057409,811.227921274425,787.533640405518,802.232116699219,268881
2010-12-02,805.605587495976,823.195599494248,796.931080506041,803.075500488281,314290
2010-12-03,803.999066016239,811.227828847554,785.525561002879,788.216247558594,228397
2010-12-06,787.975419208268,802.312497098694,779.381212277654,783.838989257812,310255
2010-12-07,786.328734081982,814.279939748287,783.19625066993,800.625610351563,231331
2010-12-08,806.408803510406,819.179639828664,803.196019432676,811.629577636719,486304
2010-12-09,812.834432802371,820.866393600813,784.722570007823,795.324768066406,514187
2010-12-10,799.099732496529,873.636263633453,789.742479341029,863.596313476563,1617859
2010-12-13,866.166540886661,868.897426753673,836.126992442282,843.998352050781,706981
2010-12-14,847.371687286047,856.769040239294,841.749315901211,854.198852539063,333176
2010-12-15,849.781452535768,865.443776093846,846.689167237426,855.243225097656,364499
2010-12-16,836.127049065865,867.371393563386,835.323853053313,863.596313476563,646361
2010-12-20,847.371616820076,882.591735028395,847.371616820076,874.599975585937,426446
2010-12-21,877.09007158395,881.909247801444,859.620557795533,866.206726074219,158614
2010-12-22,857.13066513371,875.24267682696,856.206970087658,867.250915527344,261964
2010-12-23,867.451508147136,877.652056107727,859.419549738366,862.31103515625,181203
2010-12-24,861.829300109802,867.853270054651,858.295218132879,863.475891113281,541130
2010-12-27,860.222952277092,876.206572960426,860.222952277092,868.495910644531,170785
2010-12-28,870.664294867434,882.190135619182,866.367216711448,873.314880371094,257538
2010-12-29,874.680288986493,877.812772440622,867.692524243441,870.102111816406,132296
2010-12-30,871.467646548163,877.812914459495,862.632490684541,864.560180664063,237035
2010-12-31,865.042035439659,871.869200993268,848.335520513452,863.917541503906,333986
2011-01-03,865.845282358602,870.985756334387,855.403734426634,862.953796386719,242570
2011-01-04,863.194646483509,873.877191815244,855.403685002973,862.1103515625,286869
2011-01-05,862.953896918526,867.37147540438,849.259364393822,854.921936035156,152987
2011-01-06,857.010115761766,859.01810572372,815.243924553133,821.308044433594,482636
2011-01-07,822.472635478349,824.801923293569,795.204123745498,805.043273925781,338764
2011-01-10,804.802276963982,822.472586438241,789.541555145304,816.127319335937,335359
2011-01-11,816.85046140952,836.930364590679,815.766166247018,826.609313964844,247619
2011-01-12,826.609270891561,835.082930764619,815.244026673969,825.966674804688,143167
2011-01-13,825.685469681442,844.962173253772,824.360176701568,833.797729492188,248333
2011-01-14,832.914196391539,838.456268030807,796.770378804635,806.328430175781,275921
2011-01-17,807.212004973535,821.629383424219,802.633777827255,810.545288085937,131173
2011-01-18,818.256054632201,829.701599445462,809.661846266025,826.609313964844,123365
2011-01-19,821.66939136055,824.962474883805,805.605473640891,814.320129394531,226103
2011-01-20,808.015190118691,825.68550242745,806.408798090622,816.689697265625,103386
2011-01-21,815.243844444916,822.392307616318,796.890837605357,800.264221191406,194315
2011-01-24,800.304588505014,813.075376679856,795.164114017239,805.645812988281,191969
2011-01-25,809.420719518583,827.291829426089,805.605538751813,818.135375976562,224820
2011-01-27,831.307929794272,840.745483586622,813.717916308186,834.560913085937,674810
2011-01-28,826.287884135757,826.287884135757,791.148059172511,796.890930175781,390918
2011-01-31,794.360890748273,803.115747272775,775.646432651563,796.489379882813,207783
2011-02-01,796.770401545037,801.750226359332,779.100090220449,784.682312011719,255840
2011-02-02,786.208252683771,799.179885510118,767.97574577058,795.967102050781,343670
2011-02-03,795.163886041912,795.163886041912,780.70636084115,790.465209960938,406310
2011-02-04,775.084171781369,802.35268690412,772.674583682567,782.875183105469,472942
2011-02-07,782.473495367703,799.179961132467,777.895268700296,794.561584472656,249513
2011-02-08,788.818824632021,796.890984189266,776.851232847288,779.501770019531,186823
2011-02-09,775.084060340099,775.084060340099,748.57859506422,754.120666503906,874165
2011-02-10,748.578586920375,794.360753717007,740.707276819626,766.409545898437,826080
2011-02-11,762.233010488873,794.28055077097,755.004246427334,783.357055664063,516411
2011-02-14,789.340912012787,804.802435855317,779.180462449846,801.910949707031,805792
2011-02-15,814.440685146708,814.440685146708,795.163982539686,805.605529785156,334371
2011-02-16,805.605604036471,815.243956228333,792.192220764824,802.914916992187,604987
2011-02-17,802.392825553728,806.408805661605,796.770453402701,800.947082519531,244043
2011-02-18,805.525132045065,825.685328132409,788.015423416706,790.465209960938,540079
2011-02-21,793.557613513541,809.541232828202,793.517463519925,804.76220703125,196959
2011-02-22,799.179989007192,815.083259385812,794.360813194083,809.501037597656,313614
2011-02-23,808.8183850462,820.866325240533,804.842554977431,814.521057128906,353046
2011-02-24,812.83432448376,822.834075126691,789.019544280666,802.272277832031,532613
2011-02-25,803.195945693693,807.051276428385,783.959392989691,798.376770019531,207392
2011-02-28,792.754431573692,803.195979304652,772.995830092074,778.578002929688,357591
2011-03-01,782.473722599497,801.58978173811,782.473722599497,788.899291992188,201320
2011-03-03,785.525694804624,801.107716948881,785.525694804624,795.284545898438,358882
2011-03-04,803.115834005281,803.115834005281,788.979552632794,792.955383300781,111247
2011-03-07,791.148105727597,791.148105727597,783.196445258721,787.252624511719,195292
2011-03-08,795.164088106778,798.135923291211,787.654224661715,793.798645019531,307423
2011-03-09,799.139901372369,810.78624382951,795.244371205546,806.770263671875,140853
2011-03-10,807.211843388592,815.243802029275,797.653792996906,803.557312011719,332125
2011-03-11,795.204096262472,807.011085875389,790.505419825595,797.171936035156,106008
2011-03-14,795.967231261748,812.834347161341,795.164035266529,811.187805175781,140002
2011-03-15,795.164057002298,812.834369380127,791.308725924502,808.175842285156,176745
2011-03-16,811.227882145117,831.307780218016,809.219892337828,820.946533203125,534762
2011-03-17,817.573198188473,830.504633707524,812.834322352045,823.59716796875,316432
2011-03-18,824.882308722534,830.504680836515,817.492895568093,820.143432617187,174808
2011-03-21,820.143319467782,826.488586730283,814.641447124577,820.70556640625,206953
2011-03-22,822.47268834084,827.211564259893,815.364423485452,822.191589355469,147821
2011-03-23,819.259809834995,836.930119458888,819.259809834995,832.753540039063,447862
2011-03-24,835.805676635048,837.57276653316,827.291819269319,830.022705078125,243833
2011-03-25,829.821942830018,836.930207613621,829.701443824252,833.556823730469,212958
2011-03-28,824.119195773425,840.544512776841,824.119195773425,836.76953125,179751
2011-03-29,829.205254649219,844.212619589033,821.964563011459,843.2822265625,313656
2011-03-30,844.616970381611,877.463166144985,843.848440802301,872.649536132812,355464
2011-03-31,876.168760850347,889.113082340287,864.033459453528,869.332580566406,562194
2011-04-01,865.651543110325,888.304106855268,865.611052600701,883.32861328125,240346
2011-04-04,880.335323970705,908.408284565554,877.989145709622,902.866516113281,330109
2011-04-05,905.13176180006,912.655589761747,892.106458688911,908.812744140625,267890
2011-04-06,908.772418260856,925.519096678587,906.223984912763,913.666931152344,364859
2011-04-07,907.235168800312,920.462627813735,858.370334529003,913.262329101562,329408
2011-04-08,906.14300430593,915.810755017179,900.439373086678,906.790161132813,197324
2011-04-11,906.790217374375,906.790217374375,884.3399081624,887.575988769531,85488
2011-04-13,873.741731566836,907.720576683325,873.741731566836,903.675476074219,264649
2011-04-15,891.540272402955,909.015089206752,887.495171348495,900.763122558594,236203
2011-04-18,898.012543608849,914.192949799999,885.391846531224,888.466064453125,180275
2011-04-19,881.831804836447,896.717792669554,881.831804836447,891.176025390625,96174
2011-04-20,898.821370857555,902.097941910422,886.686068820774,895.544799804688,208358
2011-04-21,894.371710438246,908.934072073604,894.371710438246,900.034851074219,171027
2011-04-25,890.771465779616,910.147454303868,890.771465779616,900.0751953125,115135
2011-04-26,902.219261122997,911.765738706447,891.135724210427,909.702697753906,463959
2011-04-27,910.552191959942,911.684839937749,893.9672786457,898.09326171875,295692
2011-04-28,894.77627434996,902.057455605973,887.495093093948,893.562744140625,245088
2011-04-29,893.765057906608,918.237918736366,882.560147988916,900.277709960938,1735515
2011-05-02,901.895771091603,901.895771091603,884.663601087372,890.164978027344,68482
2011-05-03,880.213736979167,888.303936767578,869.817850002522,873.741577148438,179734
2011-05-04,871.3147559724,871.3147559724,817.272216452632,827.870361328125,219816
2011-05-05,824.391532834813,824.391532834813,788.794646235468,792.152099609375,329970
2011-05-06,792.839690057104,804.489599131859,781.917918816521,800.687194824219,260983
2011-05-09,802.143480988883,817.110353806124,801.010833024218,808.939270019531,238866
2011-05-10,803.518780590636,813.631531933705,792.030685189175,801.617553710937,572510
2011-05-11,792.839769874495,802.14350186792,791.140847261947,799.635559082031,290549
2011-05-12,799.635505014086,807.199823371891,792.839716266052,797.774719238281,380958
2011-05-13,796.884781398851,811.932535184459,790.453061866142,806.876159667969,196424
2011-05-16,804.166026482345,822.288097534824,797.00621792962,809.384216308594,234632
2011-05-17,807.401968848004,818.728248972124,803.842261057529,808.372802734375,218518
2011-05-18,806.390816191709,809.020131619472,797.693849776799,803.882873535156,148895
2011-05-19,794.862371884711,810.516893503184,794.862371884711,801.334533691406,77216
2011-05-20,802.5479590311,808.211099871038,797.572465541688,803.154724121094,184044
2011-05-23,800.120883110435,800.768089318107,778.884105373682,784.102294921875,100947
2011-05-24,790.251075215165,808.696729487742,783.414843319549,804.934814453125,183807
2011-05-25,800.929950760458,811.447212740141,796.965732262802,808.939270019531,111645
2011-05-26,808.211142523796,818.728404638721,801.860353998176,810.314575195313,257329
2011-05-27,808.211111766769,815.573175215579,802.022088006276,809.181945800781,94990
2011-05-30,805.055970045653,814.60244777551,801.010869102044,805.864990234375,80832
2011-05-31,805.784039227914,837.497588417483,805.784039227914,831.06591796875,748029
2011-06-01,833.290804029092,847.853167594649,833.290804029092,844.455322265625,390695
2011-06-02,831.672577454063,843.807877708743,831.672577454063,835.839050292969,121181
2011-06-03,837.133550232173,851.938657596184,827.22305398637,832.198547363281,73051
2011-06-06,829.367071549825,848.662183423377,823.097165046935,841.866394042969,133787
2011-06-07,832.481838405051,840.491158642634,829.245757400561,833.412231445313,78765
2011-06-08,830.054723533173,839.762965913678,825.200602342921,829.286193847656,51130
2011-06-09,825.281574924392,832.845894855519,815.694704275992,818.121765136719,59881
2011-06-10,818.040708195186,820.30595463913,805.9458476126,811.851684570313,94300
2011-06-13,808.777448838146,817.110346455973,799.716413338346,812.256225585938,83326
2011-06-14,810.759602818536,824.674710577737,810.759602818536,815.815979003906,64491
2011-06-15,817.11032340558,818.04071629756,799.311880717538,801.010803222656,86058
2011-06-16,796.803981562306,796.803981562306,772.6142588378,777.994262695313,202257
2011-06-17,778.358198009208,787.985556697741,771.117507807373,776.537902832031,222035
2011-06-20,777.468411027893,780.502236773319,742.356914649357,758.65869140625,251124
2011-06-21,760.519364763905,772.128833278484,749.961661923244,766.829711914063,129339
